fraud_flag,payment_id,hashed_ip,device,version,adjusted_pmt_created_at,merchant_name,hashed_consumer_id,adjusted_acc_created_at,amount,hashed_buyer_email,hashed_consumer_email,hashed_buyer_phone,hashed_consumer_phone,consumer_phone_age,merchant_account_age,ltv,hashed_zip,consumer_gender,consumer_age
,1112,ip_715,iPhone OS,13,2021-04-29 12:44:05.025000,Red Shop,consumer_4991,2021-04-29 12:44:15.130000,420,email_00000000001772@gmail.com,email_00000000001772@gmail.com,819000007533,819000007533,44,549,669,7868105,Female,34
,1113,ip_716,Android,9,2021-05-08 11:50:40.004000,Red Shop,consumer_6530,2021-05-05 23:15:01.335000,899,email_000002900@gmail.com,email_00007768@gmail.com,819000008016,818000003893,197,276,13500,6538916,,57
,1114,ip_716,Android,9,2021-05-08 12:20:46.015000,Red Shop,consumer_6530,2021-05-05 23:15:01.335000,36537,email_000002900@gmail.com,email_00007768@gmail.com,819000008016,818000003893,29,276,13500,6538916,Male,39
,1115,ip_716,Android,9,2021-05-07 22:59:11.581000,Red Shop,consumer_6530,2021-05-05 23:15:01.335000,899,email_000002900@gmail.com,email_00007768@gmail.com,819000008016,818000003893,193,275,13500,6538916,,60
,1116,ip_716,Android,9,2021-05-08 11:49:57.010000,Red Shop,consumer_6530,2021-05-05 23:15:01.335000,47500,email_000002900@gmail.com,email_00007768@gmail.com,819000008016,818000003893,190,276,13500,6538916,Female,60
,1117,ip_717,Android,10,2021-05-03 11:25:36.928000,Red Shop,consumer_4087,2021-05-03 11:25:53.920000,580,email_000007116@gmail.com,email_000007115@rakuten.jp,818000004680,818000004680,167,0,0,5129309,Male,33
,1118,ip_718,iPhone OS,13,2021-05-06 23:25:17.069000,Red Shop,consumer_1269,2021-04-03 21:59:39.561000,2111,email_0000000000006762@icloud.com,email_000000000007943@ezweb.ne.jp,818000003663,818000003663,28,1478,20000,1180929,Male,49
,1119,ip_718,iPhone OS,13,2021-05-07 00:30:08.130000,Red Shop,consumer_1269,2021-04-03 21:59:39.561000,850,email_0000000000006762@icloud.com,email_000000000007943@ezweb.ne.jp,818000003663,818000003663,175,1479,20000,1180929,Female,66
,1120,ip_718,iPhone OS,13,2021-05-06 22:54:22.484000,Red Shop,consumer_1269,2021-04-03 21:59:39.561000,1465,email_0000000000006762@icloud.com,email_000000000007943@ezweb.ne.jp,818000003663,818000003663,70,1478,20000,1180929,Female,36
,1121,ip_719,iPhone OS,13,2021-04-27 17:02:37.594000,Blue Shop,consumer_3325,2021-04-27 17:02:51.690000,5200,email_000000000006428@ezweb.ne.jp,email_000000000006428@ezweb.ne.jp,819000006080,819000006080,65,0,0,4118186,Female,19
,1122,ip_720,iPhone OS,13,2021-05-01 23:33:32.052000,Red Shop,consumer_7255,2021-05-01 23:33:42.611000,16000,email_00007957@icloud.com,email_00007957@icloud.com,817000000424,817000000424,84,0,0,3438144,Female,32
,1123,ip_720,iPhone OS,13,2021-05-01 23:40:42.244000,Red Shop,consumer_7255,2021-05-01 23:33:42.611000,16000,email_00007957@icloud.com,email_00007957@icloud.com,817000000424,817000000424,139,0,0,3438144,Male,22
,1124,ip_721,iPhone OS,12,2021-04-27 06:25:15.376000,Red Shop,consumer_7330,2020-07-22 21:11:49.084000,53800,email_00000000007176@gmail.com,email_00000000007175@docomo.ne.jp,818000001291,818000001291,14,0,0,1063810,Female,43
,1125,ip_722,iPhone OS,13,2021-05-07 22:13:39.322000,Red Shop,consumer_1269,2021-04-03 21:59:39.561000,1000,email_0000000000006762@icloud.com,email_000000000007943@ezweb.ne.jp,818000003663,818000003663,175,1479,20000,1180929,,23
,1126,ip_723,iPhone OS,13,2021-05-03 02:15:51.801000,Red Shop,consumer_7255,2021-05-01 23:33:42.611000,16000,email_00007957@icloud.com,email_00007957@icloud.com,817000000424,817000000424,87,0,0,3438144,Female,69
,1127,ip_724,iPhone OS,13,2021-05-04 16:37:17.057000,Red Shop,consumer_5121,2021-05-04 16:37:27.514000,5200,email_00000005255@i.softbank.jp,email_00000005255@i.softbank.jp,819000005369,819000005369,153,1940,500,4198095,Female,22
,1128,ip_725,iPhone OS,13,2021-04-28 18:33:15.059000,Red Shop,consumer_7363,2020-07-26 22:21:39.799000,4750,email_0000000007843@ezweb.ne.jp,email_0000000007843@ezweb.ne.jp,819000008159,819000008159,91,277,5980,9218146,,30
,1129,ip_726,iPhone OS,13,2021-04-30 22:36:10.909000,Red Shop,consumer_1331,2021-04-10 15:50:21.403000,8550,email_00007409@gmail.com,email_00007409@gmail.com,818000003797,818000003797,118,21,2500,5388935,Female,45
,1130,ip_727,Android,10,2021-05-06 21:35:24.625000,Red Shop,consumer_7226,2021-05-06 21:34:36.865000,6900,email_0000002008@outlook.jp,email_0000002008@outlook.jp,817000000773,817000000773,104,0,0,5068164,Male,65
,1131,ip_727,Android,10,2021-05-06 21:34:13.044000,Red Shop,consumer_7226,2021-05-06 21:34:36.865000,6900,email_0000002008@outlook.jp,email_0000002008@outlook.jp,817000000773,817000000773,67,0,0,5068164,Male,37
,1132,ip_728,iPhone OS,13,2021-05-01 01:24:15.516000,Red Shop,consumer_6538,2021-05-01 01:08:38.734000,49000,email_0000000000006725@ezweb.ne.jp,email_0000000000006725@ezweb.ne.jp,819000007539,819000007539,15,0,0,7188094,,64
,1133,ip_728,iPhone OS,13,2021-05-01 01:08:32.357000,Red Shop,consumer_6538,2021-05-01 01:08:38.734000,49000,email_0000000000006725@ezweb.ne.jp,email_0000000000006725@ezweb.ne.jp,819000007539,819000007539,144,0,0,7188094,,32
,1134,ip_729,Mac OS X,10,2021-04-26 10:34:29.083000,Blue Shop,consumer_1364,2021-04-11 12:10:14.811000,3100,email_0003314@gmail.com,email_0003314@gmail.com,819000006377,819000006377,1,0,0,5328094,Male,69
,1135,ip_730,iPhone OS,13,2021-05-07 16:59:15.025000,Blue Shop,consumer_2508,2021-05-07 16:59:33.131000,20866,email_0000007872@gmail.com,email_0000007872@gmail.com,819000005822,819000005822,47,0,0,4348094,Male,18
,1136,ip_731,Android,9,2021-05-04 21:51:15.187000,Red Shop,consumer_7357,2020-07-29 15:05:46.788000,9500,email_00000000007471@gmail.com,email_005453@dg.rmail.ne.jp,817000000366,817000000366,96,31,13800,3838093,Female,18
,1137,ip_732,iPhone OS,13,2021-05-07 12:56:19.426000,Red Shop,consumer_2424,2021-05-07 12:06:17.361000,15900,email_00007111@icloud.com,email_00007111@icloud.com,818000004564,818000004564,40,0,0,3008113,Female,45
,1138,ip_732,iPhone OS,13,2021-05-07 12:39:34.764000,Red Shop,consumer_2424,2021-05-07 12:06:17.361000,15900,email_00007111@icloud.com,email_00007111@icloud.com,818000004564,818000004564,179,0,0,3008113,,68
,1139,ip_733,iPhone OS,12,2021-04-28 19:23:02.432000,Blue Shop,consumer_4289,2021-04-28 19:23:24.803000,3410,email_0000000000000809@gmail.com,email_0000000000000809@gmail.com,819000008038,819000008038,89,0,0,4278153,Male,33
,1140,ip_734,iPhone OS,13,2021-04-28 22:34:43.877000,Red Shop,consumer_1543,2021-04-25 17:47:55.687000,12000,email_0000005098@ezweb.ne.jp,email_0000005098@ezweb.ne.jp,819000007280,819000007280,11,0,0,3326331,Female,23
,1141,ip_735,Android,10,2021-05-07 21:13:16.058000,Red Shop,consumer_2584,2021-05-07 21:13:30.295000,8000,email_0000000000007245@gmail.com,email_0000000000007245@gmail.com,817000000381,817000000381,151,0,0,9049224,Female,26
,1142,ip_736,iPhone OS,13,2021-05-07 12:06:11.436000,Red Shop,consumer_2424,2021-05-07 12:06:17.361000,15900,email_00007111@icloud.com,email_00007111@icloud.com,818000004564,818000004564,63,0,0,3008113,Female,42
,1143,ip_737,iPhone OS,13,2021-05-08 07:22:58.000000,Red Shop,consumer_2424,2021-05-07 12:06:17.361000,2000,email_00007111@icloud.com,email_00007111@icloud.com,818000004564,818000004564,74,0,0,3008113,,55
,1144,ip_738,iPhone OS,13,2021-05-04 05:56:35.754000,Blue Shop,consumer_4819,2021-05-04 05:56:49.718000,11000,email_00000000470@gmail.com,email_00000000470@gmail.com,818000002596,818000002596,127,0,0,6979007,,35
,1145,ip_739,,,2021-05-08 21:26:43.229000,Red Shop,consumer_688,2021-01-26 00:13:12.828000,7700,email_00000000595@gmail.com,email_00000000583@gmail.com,817000000617,817000000617,9,0,0,5928158,Female,23
,1146,ip_739,iPhone OS,12,2021-05-08 21:16:23.695000,Red Shop,consumer_688,2021-01-26 00:13:12.828000,7700,email_00000000595@gmail.com,email_00000000583@gmail.com,817000000617,817000000617,197,0,0,5928158,,18
,1147,ip_739,iPhone OS,12,2021-05-08 21:15:37.698000,Red Shop,consumer_688,2021-01-26 00:13:12.828000,7700,email_00000000595@gmail.com,email_00000000583@gmail.com,817000000617,817000000617,139,0,0,5928158,Female,31
,1148,ip_740,iPhone OS,13,2021-05-07 09:45:31.126000,Red Shop,consumer_987,2021-03-18 01:30:44.774000,1650,email_000000004349@icloud.com,email_000000004349@icloud.com,818000004699,818000004699,116,51,1150,9058139,Female,18
,1149,ip_741,iPhone OS,13,2021-05-03 01:17:06.690000,Red Shop,consumer_1277,2021-04-08 23:15:44.873000,19950,email_0000007005@gmail.com,email_00000000006353@gmail.com,819000006114,818000002265,162,18,30000,1148919,Male,44
,1150,ip_742,Android,9,2021-05-03 13:57:20.820000,Red Shop,consumer_540,2020-12-31 07:32:03.409000,35150,email_0000000000004483@gmail.com,email_00000000000005292@gmail.com,819000008227,819000008227,86,491,24400,7198899,Female,38
,1151,ip_743,Android,5,2021-05-04 21:38:15.454000,Blue Shop,consumer_5433,2021-05-04 21:38:52.597000,4014,email_00005868@gmail.com,email_00005868@gmail.com,819000007263,819000007263,20,0,0,4638107,Female,50
,1152,ip_744,iPhone OS,13,2021-04-30 20:55:10.258000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,15000,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,99,0,0,4678126,Male,43
,1153,ip_744,iPhone OS,13,2021-04-30 20:57:58.945000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,15000,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,77,0,0,4678126,Female,59
,1154,ip_744,iPhone OS,13,2021-04-30 20:56:24.710000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,15000,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,19,0,0,4678126,Female,28
,1155,ip_744,iPhone OS,13,2021-04-30 20:48:19.456000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,15000,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,100,0,0,4678126,Female,44
,1156,ip_745,Mac OS X,10,2021-05-07 16:03:39.687000,Red Shop,consumer_448,2020-12-27 08:31:16.597000,7000,email_00000000000005666@au.com,email_00000000000005666@au.com,819000007002,819000007002,148,143,2000,6048115,Female,70
,1157,ip_746,iPhone OS,13,2021-04-29 17:46:47.589000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,17100,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,3,0,0,4678126,Male,53
,1158,ip_746,iPhone OS,13,2021-04-29 17:51:59.858000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,17100,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,127,0,0,4678126,Male,37
,1159,ip_746,iPhone OS,13,2021-04-29 17:47:47.089000,Red Shop,consumer_5072,2021-04-29 17:46:58.329000,17100,email_00000002040@icloud.com,email_00000002040@icloud.com,818000004515,818000004515,139,0,0,4678126,Male,66
,1160,ip_747,iPhone OS,13,2021-05-02 20:40:12.468000,Red Shop,consumer_7446,2020-09-11 12:44:28.002000,6460,email_00000005892@icloud.com,email_00000005892@icloud.com,818000004923,818000004923,179,506,600,4948105,Female,57
,1161,ip_748,iPhone OS,13,2021-04-26 05:35:02.961000,Red Shop,consumer_779,2021-02-19 15:14:42.081000,350,email_00005797@ezweb.ne.jp,email_00005797@ezweb.ne.jp,817000000351,817000000351,187,39,4500,9538953,Male,60
,1162,ip_749,iPhone OS,13,2021-04-30 04:25:48.771000,Red Shop,consumer_5505,2021-04-30 04:26:24.315000,1000,email_0000000790@docomo.ne.jp,email_0000000790@docomo.ne.jp,819000007176,819000007176,54,81,48881,1115901,Male,56
,1163,ip_750,iPhone OS,13,2021-04-28 23:34:39.996000,Red Shop,consumer_4453,2021-04-28 23:31:02.464000,43890,email_00000000000003378@gmail.com,email_00000000000003378@gmail.com,819000005320,819000005320,167,0,0,3238915,Male,24
,1164,ip_750,iPhone OS,13,2021-04-28 23:30:51.178000,Red Shop,consumer_4453,2021-04-28 23:31:02.464000,43890,email_00000000000003378@gmail.com,email_00000000000003378@gmail.com,819000005320,819000005320,59,0,0,3238915,Male,70
,1165,ip_750,iPhone OS,13,2021-04-29 00:00:37.493000,Red Shop,consumer_4453,2021-04-28 23:31:02.464000,43890,email_00000000000003378@gmail.com,email_00000000000003378@gmail.com,819000005320,819000005320,95,0,0,3238915,Male,35
,1166,ip_751,iPhone OS,13,2021-05-08 23:59:04.069000,Blue Shop,consumer_7090,2021-05-01 22:12:03.110000,10000,email_00000006823@icloud.com,email_00000006823@icloud.com,819000005624,819000005624,178,0,0,6568111,Male,63
,1167,ip_751,iPhone OS,13,2021-05-08 23:58:48.837000,Blue Shop,consumer_7090,2021-05-01 22:12:03.110000,10000,email_00000006823@icloud.com,email_00000006823@icloud.com,819000005624,819000005624,132,0,0,6568111,Male,45
,1168,ip_751,iPhone OS,13,2021-05-08 23:55:21.996000,Blue Shop,consumer_7090,2021-05-01 22:12:03.110000,12000,email_00000006823@icloud.com,email_00000006823@icloud.com,819000005624,819000005624,54,0,0,6568111,Female,28
,1169,ip_752,iPhone OS,13,2021-04-26 01:18:24.860000,Red Shop,consumer_2274,2021-04-24 10:17:28.718000,2500,email_00000000007141@icloud.com,email_00000000007141@icloud.com,818000003612,818000003612,141,0,0,1234859,,62
,1170,ip_753,Windows NT,10,2021-05-02 05:21:25.017000,Red Shop,consumer_3039,2021-05-02 03:57:39.652000,40000,email_000003043@i.softbank.jp,email_000003043@i.softbank.jp,819000005738,818000002748,164,762,50000,5258924,,50
,1171,ip_754,iPhone OS,13,2021-04-27 20:04:18.011000,Red Shop,consumer_2274,2021-04-24 10:17:28.718000,23490,email_00000000007141@icloud.com,email_00000000007141@icloud.com,818000003612,818000003612,90,0,0,1234859,,66
,1172,ip_755,iPhone OS,13,2021-04-27 21:03:24.562000,Red Shop,consumer_3486,2021-04-27 21:03:32.162000,48925,email_00007072@icloud.com,email_00007072@icloud.com,818000004565,818000004565,140,0,0,2638894,Male,64
,1173,ip_755,iPhone OS,13,2021-04-27 21:06:06.366000,Red Shop,consumer_3486,2021-04-27 21:03:32.162000,50160,email_00007072@icloud.com,email_00007072@icloud.com,818000004565,818000004565,181,0,0,2638894,Female,26
,1174,ip_756,iPhone OS,13,2021-05-02 12:07:03.021000,Red Shop,consumer_116,2019-12-06 12:19:16.338000,28500,email_00000000006526@gmail.com,email_00000000006526@gmail.com,818000003430,818000003430,108,534,11500,6208143,,32
,1175,ip_757,Windows NT,10,2021-05-06 23:05:53.414000,Blue Shop,consumer_7184,2021-05-06 23:06:27.992000,3488,email_000000000000004340@gmail.com,email_000000000000004340@gmail.com,819000005581,819000005581,61,0,0,3668125,Female,57
,1176,ip_758,iPhone OS,13,2021-04-28 14:37:25.947000,Red Shop,consumer_4055,2021-04-28 14:36:28.853000,47000,email_00000000000002918@icloud.com,email_00000000000002919@gmail.com,818000004595,818000004595,79,162,300,1235120,Male,69
,1177,ip_758,iPhone OS,13,2021-04-28 14:41:33.797000,Red Shop,consumer_4055,2021-04-28 14:36:28.853000,47000,email_00000000000002918@icloud.com,email_00000000000002919@gmail.com,818000004595,818000004595,46,162,300,1235120,Male,30
,1178,ip_759,Android,8,2021-04-28 14:30:55.561000,Red Shop,consumer_4046,2021-04-28 14:31:12.610000,500,email_000003928@ezweb.ne.jp,email_000003928@ezweb.ne.jp,819000007308,819000007308,60,462,800,1066809,Male,50
,1179,ip_760,Windows NT,10,2021-05-02 19:30:14.032000,Red Shop,consumer_3039,2021-05-02 03:57:39.652000,10000,email_000003043@i.softbank.jp,email_000003043@i.softbank.jp,819000005738,818000002748,158,762,50000,5258924,Male,49
,1180,ip_761,Windows NT,10,2021-05-02 10:32:29.565000,Red Shop,consumer_3039,2021-05-02 03:57:39.652000,15000,email_000003043@i.softbank.jp,email_000003043@i.softbank.jp,819000005738,818000002748,54,762,50000,5258924,,32
,1181,ip_761,Windows NT,10,2021-05-02 10:30:45.550000,Red Shop,consumer_3039,2021-05-02 03:57:39.652000,20000,email_000003043@i.softbank.jp,email_000003043@i.softbank.jp,819000005738,818000002748,155,762,50000,5258924,Female,41
,1182,ip_761,Windows NT,10,2021-05-02 10:33:46.504000,Red Shop,consumer_3039,2021-05-02 03:57:39.652000,10000,email_000003043@i.softbank.jp,email_000003043@i.softbank.jp,819000005738,818000002748,121,762,50000,5258924,,25
,1183,ip_762,Android,10,2021-04-27 16:43:12.337000,Red Shop,consumer_3290,2021-04-27 16:43:21.650000,70300,email_0000000003401@yahoo.co.jp,email_0000000003401@yahoo.co.jp,818000003624,819000006762,34,2252,52300,4898114,Male,70
,1184,ip_762,Android,10,2021-04-27 16:44:29.918000,Red Shop,consumer_3290,2021-04-27 16:43:21.650000,70300,email_0000000003401@yahoo.co.jp,email_0000000003401@yahoo.co.jp,818000003624,819000006762,22,2252,52300,4898114,Female,60
,1185,ip_763,iPhone OS,13,2021-05-01 11:55:48.736000,Red Shop,consumer_6678,2021-05-01 11:56:06.128000,4500,email_00000000600@gmail.com,email_00000000600@gmail.com,818000003852,818000003852,54,1586,4500,1203894,Male,27
,1186,ip_764,Android,9,2021-05-03 22:22:05.904000,Red Shop,consumer_963,2021-03-22 14:18:33.295000,4997,email_0000000000843@au.com,email_0000000000843@au.com,818000003560,818000003560,138,357,5200,7858118,Male,58
,1187,ip_765,iPhone OS,13,2021-05-08 02:18:08.189000,Red Shop,consumer_720,2021-02-08 22:09:51.182000,1200,email_00005816@ezweb.ne.jp,email_00005816@ezweb.ne.jp,818000004576,818000004576,147,66,530,5908104,,22
,1188,ip_766,iPhone OS,13,2021-05-06 05:38:22.287000,Red Shop,consumer_6570,2021-05-06 05:38:32.125000,5700,email_00000003218@docomo.ne.jp,email_00000003218@docomo.ne.jp,819000006290,819000006290,195,151,15000,8828403,Male,54
,1189,ip_767,iPhone OS,13,2021-04-27 09:41:57.481000,Blue Shop,consumer_3103,2021-04-27 09:42:05.705000,11470,email_000000000001774@ezweb.ne.jp,email_000000000001774@ezweb.ne.jp,819000007605,819000007605,41,0,0,8428105,Female,16
,1190,ip_768,iPhone OS,13,2021-05-06 22:55:40.539000,Blue Shop,consumer_7166,2021-05-06 22:55:53.839000,4100,email_0000000000002780@icloud.com,email_0000000000002780@icloud.com,818000003296,818000003296,71,0,0,1251894,Female,66
,1191,ip_769,iPhone OS,13,2021-04-27 13:14:31.346000,Blue Shop,consumer_3071,2021-04-27 13:14:41.218000,3900,email_0000000000007873@ezweb.ne.jp,email_0000000000007873@ezweb.ne.jp,819000008172,819000008172,171,0,0,2968106,Female,28
,1192,ip_770,iPhone OS,13,2021-05-07 13:40:52.816000,Blue Shop,consumer_2462,2021-05-07 13:41:06.787000,3860,email_001396@hotmail.co.jp,email_001396@hotmail.co.jp,818000002194,818000002194,63,0,0,7998123,Female,42
,1193,ip_771,iPhone OS,13,2021-04-27 21:18:30.670000,Blue Shop,consumer_3103,2021-04-27 09:42:05.705000,2950,email_000000000001774@ezweb.ne.jp,email_000000000001774@ezweb.ne.jp,819000007605,819000007605,77,0,0,8428105,Female,54
,1194,ip_772,iPhone OS,13,2021-05-06 18:46:28.369000,Blue Shop,consumer_6977,2021-05-06 18:46:38.661000,19970,email_0000003978@gmail.com,email_0000003978@gmail.com,819000006224,819000006224,197,0,0,4348106,Male,55
,1195,ip_773,iPhone OS,13,2021-05-06 10:27:36.241000,Blue Shop,consumer_6690,2021-05-06 10:27:54.544000,11000,email_0000000371@gmail.com,email_0000000371@gmail.com,818000001550,818000001550,82,0,0,4098147,,38
,1196,ip_774,iPhone OS,13,2021-04-28 18:06:26.130000,Red Shop,consumer_45,2019-09-23 11:10:54.194000,1500,email_00003294@ezweb.ne.jp,email_00003294@ezweb.ne.jp,817000000564,817000000564,166,583,2600,9548313,Male,59
,1197,ip_775,iPhone OS,12,2021-04-26 09:40:36.415000,Red Shop,consumer_2335,2021-04-24 19:45:26.942000,5200,email_0000000007911@gmail.com,email_0000000007911@gmail.com,819000005851,819000005851,46,461,2400,1038813,Female,28
,1198,ip_776,iPhone OS,13,2021-05-07 23:42:41.615000,Red Shop,consumer_2638,2021-05-07 23:41:32.709000,15390,email_00007831@icloud.com,email_00007831@icloud.com,818000002619,818000002619,148,0,0,9176226,Male,37
,1199,ip_776,iPhone OS,13,2021-05-07 23:41:17.770000,Red Shop,consumer_2638,2021-05-07 23:41:32.709000,15390,email_00007831@icloud.com,email_00007831@icloud.com,818000002619,818000002619,12,0,0,9176226,Female,59
,1200,ip_777,iPhone OS,13,2021-04-29 20:03:46.682000,Blue Shop,consumer_5148,2021-04-29 20:04:10.543000,1000,email_000000000003363@icloud.com,email_000000000003363@icloud.com,819000007788,819000007788,35,0,0,9938117,Male,23
,1201,ip_778,Android,9,2021-05-04 20:07:11.408000,Blue Shop,consumer_5466,2021-05-04 20:07:22.629000,6880,email_00000005802@softbank.ne.jp,email_00000005802@softbank.ne.jp,818000002300,818000002300,46,0,0,6098130,Female,33
,1202,ip_779,iPhone OS,13,2021-05-06 10:19:02.860000,Red Shop,consumer_6658,2021-05-06 09:50:20.384000,3040,email_00003520@yahoo.co.jp,email_00003520@yahoo.co.jp,817000000834,817000000834,155,101,440,8946575,Female,21
,1203,ip_779,iPhone OS,13,2021-05-06 09:50:08.281000,Red Shop,consumer_6658,2021-05-06 09:50:20.384000,6888,email_00003520@yahoo.co.jp,email_00003520@yahoo.co.jp,817000000834,817000000834,44,101,440,8946575,Female,38
,1204,ip_780,iPhone OS,12,2021-04-26 23:15:51.213000,Red Shop,consumer_1482,2020-06-14 13:23:27.894000,4700,email_000000005719@yahoo.co.jp,email_000000005719@yahoo.co.jp,818000001922,818000001922,46,317,19500,1073816,Male,56
,1205,ip_781,Android,8,2021-05-04 22:55:44.785000,Red Shop,consumer_5242,2021-05-04 22:55:57.360000,2800,email_00000003494@gmail.com,email_00000003494@gmail.com,818000001869,818000001869,90,0,0,9938096,Female,50
,1206,ip_782,Android,9,2021-05-05 13:43:49.025000,Red Shop,consumer_5966,2021-05-05 13:44:41.460000,3900,email_000000000000000000000000003887@ezweb.ne.jp,email_000000000000000000000000003887@ezweb.ne.jp,818000003636,818000003636,52,30,1500,9853227,Male,25
,1207,ip_782,Android,9,2021-05-05 20:36:42.017000,Red Shop,consumer_5966,2021-05-05 13:44:41.460000,3167,email_000000000000000000000000003887@ezweb.ne.jp,email_000000000000000000000000003887@ezweb.ne.jp,818000003636,818000003636,11,30,1500,9853227,,45
,1208,ip_783,iPhone OS,13,2021-05-02 21:15:19.792000,Red Shop,consumer_3547,2021-05-02 19:54:48.740000,5000,email_00000000004874@icloud.com,email_00000000004874@icloud.com,818000003614,818000003614,159,0,0,9731294,Male,54
,1209,ip_783,iPhone OS,13,2021-04-29 18:11:21.498000,Red Shop,consumer_7469,2020-09-22 23:29:33.172000,1190,email_00007023@icloud.com,email_00007023@icloud.com,818000004934,818000004934,120,219,1650,1035019,,21
,1210,ip_783,iPhone OS,13,2021-05-02 21:12:58.851000,Red Shop,consumer_3547,2021-05-02 19:54:48.740000,5000,email_00000000004874@icloud.com,email_00000000004874@icloud.com,818000003614,818000003614,11,0,0,9731294,Male,50
,1211,ip_783,iPhone OS,13,2021-05-02 21:11:30.860000,Red Shop,consumer_3547,2021-05-02 19:54:48.740000,5000,email_00000000004874@icloud.com,email_00000000004874@icloud.com,818000003614,818000003614,9,0,0,9731294,Male,68
,1212,ip_783,iPhone OS,13,2021-05-02 21:19:47.490000,Red Shop,consumer_3547,2021-05-02 19:54:48.740000,5000,email_00000000004874@icloud.com,email_00000000004874@icloud.com,818000003614,818000003614,31,0,0,9731294,Female,16
,1213,ip_784,iPhone OS,13,2021-04-27 01:38:45.299000,Red Shop,consumer_36,2019-09-11 13:26:04.182000,7900,email_000001664@gmail.com,email_000001664@gmail.com,818000003552,818000003552,113,627,4900,8549417,,26
,1214,ip_784,iPhone OS,13,2021-04-27 01:37:19.681000,Red Shop,consumer_36,2019-09-11 13:26:04.182000,7900,email_000001664@gmail.com,email_000001664@gmail.com,818000003552,818000003552,143,627,4900,8549417,Male,34
,1215,ip_785,iPhone OS,13,2021-04-29 22:17:01.691000,Red Shop,consumer_440,2020-12-25 18:49:53.228000,3500,email_0004843@gmail.com,email_0004843@gmail.com,819000006298,819000006298,163,0,0,8598916,,51
,1216,ip_785,iPhone OS,13,2021-04-29 22:21:40.778000,Red Shop,consumer_440,2020-12-25 18:49:53.228000,3500,email_0004843@gmail.com,email_0004843@gmail.com,819000006298,819000006298,48,0,0,8598916,Male,42
,1217,ip_786,Android,10,2021-05-07 16:50:21.820000,Blue Shop,consumer_7324,2020-07-16 01:12:00.699000,14800,email_0000000000006868@gmail.com,email_0000000000006868@gmail.com,819000007179,819000007179,165,0,0,8649045,,25
,1218,ip_787,iPhone OS,13,2021-04-27 12:02:36.197000,Red Shop,consumer_7469,2020-09-22 23:29:33.172000,1000,email_00007023@icloud.com,email_00007023@icloud.com,818000004934,818000004934,38,217,1650,1035019,,20
,1219,ip_787,iPhone OS,13,2021-04-27 15:40:04.799000,Red Shop,consumer_7469,2020-09-22 23:29:33.172000,4333,email_00007023@icloud.com,email_00007023@icloud.com,818000004934,818000004934,166,217,1650,1035019,,43
,1220,ip_787,iPhone OS,13,2021-04-27 15:41:14.171000,Red Shop,consumer_7469,2020-09-22 23:29:33.172000,4333,email_00007023@icloud.com,email_00007023@icloud.com,818000004934,818000004934,13,217,1650,1035019,,68
,1221,ip_788,iPhone OS,13,2021-05-02 10:29:12.958000,Red Shop,consumer_420,2020-01-25 17:17:51.523000,35480,email_000000734@gmail.com,email_000000734@gmail.com,818000003438,818000003438,189,423,30000,1217692,Male,30
,1222,ip_789,iPhone OS,11,2021-05-08 07:16:24.849000,Red Shop,consumer_154,2018-12-10 16:51:53.629000,12750,email_0000000000004456@ezweb.ne.jp,email_0000000000004456@ezweb.ne.jp,818000003100,818000003100,133,1843,1500,6198144,Male,24
,1223,ip_790,Android,7,2021-05-02 17:42:14.216000,Red Shop,consumer_3498,2021-05-02 17:42:24.666000,5418,email_00005472@gmail.com,email_00005472@gmail.com,819000007181,819000007181,191,194,5800,4448147,,70
,1224,ip_791,Android,9,2021-05-03 11:11:21.717000,Red Shop,consumer_4057,2021-05-03 11:11:30.564000,8075,email_00005998@ezweb.ne.jp,email_00005998@ezweb.ne.jp,818000002269,818000002269,31,582,3500,1066810,Female,37
,1225,ip_792,Windows NT,6,2021-05-06 21:36:52.792000,Blue Shop,consumer_7218,2021-05-06 21:37:09.440000,600,email_000000000000000006975@yahoo.co.jp,email_000000000000000006975@yahoo.co.jp,819000005005,819000005006,187,0,0,4138115,,16
,1226,ip_793,iPhone OS,13,2021-05-01 14:40:25.076000,Red Shop,consumer_6827,2021-05-01 14:40:39.032000,2288,email_000000001558@gmail.com,email_000000001558@gmail.com,817000000566,817000000566,184,41,3200,9576353,Male,52
,1227,ip_794,iPhone OS,13,2021-05-05 21:10:31.599000,Red Shop,consumer_5147,2021-04-29 16:42:49.618000,3705,email_0000006621@ezweb.ne.jp,email_0000006621@ezweb.ne.jp,819000006727,819000006727,154,4,1600,5178115,Female,46
